,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000003,99992,100,,,100078,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,99992,100,,,100078,100,,,100160,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,99992,100,99850,100,100078,100,,,100160,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000008,99992,100,99884,100,100078,100,99850,100,100159,100,,,100160,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100078,100,99948,100,100159,100,99888,100,100160,100,99884,100,,,99850,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000011,100078,100,100009,100,100105,100,99948,100,100159,100,99888,100,100160,100,99884,100,,,99850,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,100078,100,100051,100,100105,100,100009,100,100159,100,99948,100,100160,100,99888,100,,,99884,100,,,99850,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000015,100078,100,100051,100,100105,100,100009,100,100159,100,99948,100,100160,100,99902,100,100192,100,99888,100,,,99884,100,,,99850,100,,,99789,100,,,,,,,,
2019-06-28 09:30:00.000000018,100078,100,100051,100,100105,100,100009,100,100159,100,99948,100,100160,100,99939,100,100192,100,99902,100,,,99888,100,,,99884,100,,,99850,100,,,99789,100,,,,
2019-06-28 09:30:00.000000019,100078,100,100009,100,100105,100,99948,100,100159,100,99939,100,100160,100,99902,100,100192,100,99888,100,,,99884,100,,,99850,100,,,99789,100,,,,,,,,
2019-06-28 09:30:00.000000020,100078,100,100009,100,100105,100,99948,100,100110,100,99939,100,100159,100,99902,100,100160,100,99888,100,100192,100,99884,100,,,99850,100,,,99789,100,,,,,,,,
2019-06-28 09:30:00.000000021,100035,100,100009,100,100078,100,99948,100,100105,100,99939,100,100110,100,99902,100,100159,100,99888,100,100160,100,99884,100,100192,100,99850,100,,,99789,100,,,,,,,,
2019-06-28 09:30:00.000000023,100035,100,100009,100,100078,100,99948,100,100105,100,99939,100,100109,100,99902,100,100110,100,99888,100,100159,100,99884,100,100160,100,99850,100,100192,100,99789,100,,,,,,,,
2019-06-28 09:30:00.000000026,100035,100,100009,100,100051,100,99960,100,100078,100,99948,100,100105,100,99939,100,100109,100,99902,100,100110,100,99888,100,100159,100,99884,100,100160,100,99850,100,100192,100,99789,100,,,,
2019-06-28 09:30:00.000000029,100035,100,100031,100,100051,100,99960,100,100078,100,99948,100,100105,100,99939,100,100109,100,99902,100,100110,100,99888,100,100159,100,99884,100,100160,100,99850,100,100192,100,99789,100,,,,
2019-06-28 09:30:00.000000034,100035,100,100031,100,100051,100,99960,100,100078,100,99948,100,100105,100,99939,100,100109,100,99902,100,100110,100,99888,100,100159,100,99884,100,100160,100,99869,100,100192,100,99850,100,,,99789,100
2019-06-28 09:30:00.000000036,100035,100,100031,100,100051,100,100009,200,100078,100,99960,100,100105,100,99948,100,100109,100,99939,100,100110,100,99902,100,100159,100,99888,100,100160,100,99884,100,100192,100,99869,100,,,99850,100
2019-06-28 09:30:00.000000048,100035,100,100031,100,100051,100,100009,200,100078,100,99960,100,100105,100,99948,100,100109,100,99939,100,100110,100,99902,100,100159,100,99888,100,100160,100,99884,100,100192,100,99869,100,,,99857,100
2019-06-28 09:30:00.000000053,100035,100,100031,100,100051,100,100009,200,100078,100,100004,100,100105,100,99961,100,100109,100,99960,100,100110,100,99948,100,100159,100,99939,100,100160,100,99902,100,100192,100,99888,100,,,99884,100
2019-06-28 09:30:00.000000054,100035,100,100031,100,100051,100,100009,200,100066,100,100004,100,100078,100,99961,100,100105,100,99960,100,100109,100,99948,100,100110,100,99939,100,100159,100,99902,100,100160,100,99888,100,100192,100,99884,100
2019-06-28 09:30:00.000000056,100035,100,100031,100,100051,100,100009,200,100066,100,100004,100,100078,100,99964,100,100105,100,99961,100,100109,100,99960,100,100110,100,99948,100,100159,100,99939,100,100160,100,99902,100,100192,100,99888,100
2019-06-28 09:30:00.000000061,100035,100,100031,100,100051,100,100009,200,100066,100,100004,100,100078,100,99978,100,100105,100,99964,100,100109,100,99961,100,100110,100,99960,100,100159,100,99948,100,100160,100,99939,100,100192,100,99902,100
2019-06-28 09:30:00.000000064,100035,100,100009,200,100051,100,100004,100,100066,100,99978,100,100078,100,99964,100,100105,100,99961,100,100109,100,99960,100,100110,100,99948,100,100159,100,99939,100,100160,100,99902,100,100192,100,99888,100
2019-06-28 09:30:00.000000070,100035,100,100009,200,100051,100,100007,100,100066,100,100004,100,100078,100,99978,100,100105,100,99964,100,100109,100,99961,100,100110,100,99960,100,100159,100,99948,100,100160,100,99939,100,100192,100,99929,100
2019-06-28 09:30:00.000000071,100035,100,100010,100,100051,100,100009,200,100066,100,100007,100,100078,100,100004,100,100105,100,99978,100,100109,100,99964,100,100110,100,99961,100,100159,100,99960,100,100160,100,99948,100,100192,100,99939,100
2019-06-28 09:30:00.000000074,100035,100,100015,100,100051,100,100010,100,100066,100,100009,200,100078,100,100007,100,100105,100,100004,100,100109,100,99978,100,100110,100,99973,100,100159,100,99964,100,100160,100,99961,100,100192,100,99960,100
2019-06-28 09:30:00.000000075,100035,100,100015,100,100051,100,100010,100,100066,100,100009,200,100078,100,100007,100,100105,100,100004,100,100109,100,99991,100,100110,100,99978,100,100159,100,99973,100,100160,100,99964,100,100192,100,99961,100
2019-06-28 09:30:00.000000076,100019,100,100015,100,100035,100,100010,100,100051,100,100009,200,100066,100,100007,100,100078,100,100004,100,100105,100,99991,100,100109,100,99978,100,100110,100,99973,100,100159,100,99964,100,100160,100,99961,100
2019-06-28 09:30:00.000000077,100018,100,100010,100,100019,100,100009,200,100035,100,100007,100,100051,100,100004,100,100066,100,99991,100,100078,100,99978,100,100105,100,99973,100,100109,100,99964,100,100110,100,99961,100,100159,100,99960,100
2019-06-28 09:30:00.000000078,100018,100,100010,100,100019,100,100009,200,100035,100,100007,100,100051,100,100004,100,100058,100,99991,100,100066,100,99978,100,100078,100,99973,100,100105,100,99964,100,100109,100,99961,100,100110,100,99960,100
2019-06-28 09:30:00.000000079,100018,100,100009,200,100019,100,100007,100,100035,100,100004,100,100051,100,99991,100,100058,100,99978,100,100066,100,99973,100,100078,100,99964,100,100105,100,99961,100,100109,100,99960,100,100110,100,99948,100
2019-06-28 09:30:00.000000080,100018,100,100010,100,100019,100,100009,200,100035,100,100007,100,100051,100,100004,100,100058,100,99991,100,100066,100,99978,100,100078,100,99973,100,100105,100,99964,100,100109,100,99961,100,100110,100,99960,100
2019-06-28 09:30:00.000000081,100018,100,100010,100,100019,100,100009,200,100035,100,100007,100,100051,100,100004,100,100058,100,99991,100,100066,100,99978,100,100078,100,99973,100,100105,100,99964,100,100109,100,99961,100,100110,100,99960,100
2019-06-28 09:30:00.000000082,100017,100,100010,100,100018,100,100009,200,100019,100,100007,100,100035,100,100004,100,100051,100,99991,100,100058,100,99978,100,100066,100,99973,100,100078,100,99964,100,100105,100,99961,100,100109,100,99960,100
2019-06-28 09:30:00.000000083,100017,100,100010,100,100018,100,100009,200,100019,100,100007,100,100035,100,100004,100,100051,100,99991,100,100058,100,99978,100,100066,100,99973,100,100078,100,99964,100,100105,100,99961,100,100109,100,99960,100
2019-06-28 09:30:00.000000084,100017,100,100010,100,100018,100,100009,200,100019,100,100007,100,100035,100,100004,100,100051,100,99991,100,100058,200,99978,100,100066,100,99973,100,100078,100,99964,100,100105,100,99961,100,100109,100,99960,100
2019-06-28 09:30:00.000000087,100017,100,100010,100,100018,100,100009,200,100019,100,100007,100,100035,100,100004,100,100051,100,99991,100,100058,200,99978,100,100066,100,99973,100,100078,100,99964,100,100105,100,99961,200,100109,100,99960,100
2019-06-28 09:30:00.000000089,100010,100,100009,200,100017,100,100007,100,100018,100,100004,100,100019,100,99991,100,100035,100,99978,100,100037,100,99973,100,100051,100,99964,100,100058,200,99961,200,100066,100,99960,100,100078,100,99948,100
2019-06-28 09:30:00.000000090,100010,100,100009,200,100017,100,100007,100,100018,100,100004,100,100019,100,99991,100,100035,100,99978,100,100037,100,99973,200,100051,100,99964,100,100058,200,99961,200,100066,100,99960,100,100078,100,99948,100
2019-06-28 09:30:00.000000092,100017,100,100009,200,100018,100,100007,100,100019,100,100004,100,100035,100,99991,100,100037,100,99978,100,100051,100,99973,200,100058,200,99964,100,100066,100,99961,200,100078,100,99960,100,100105,100,99948,100
2019-06-28 09:30:00.000000093,100017,100,100009,200,100018,100,100007,100,100019,100,100004,100,100035,100,99991,100,100037,100,99978,100,100051,100,99973,200,100058,200,99964,100,100066,100,99961,200,100078,100,99960,100,100105,100,99948,100
2019-06-28 09:30:00.000000094,100017,100,100009,200,100018,100,100007,100,100019,100,100004,100,100035,100,99991,100,100037,100,99978,100,100051,100,99973,200,100058,200,99964,100,100066,100,99961,200,100078,100,99960,100,100096,100,99948,100
2019-06-28 09:30:00.000000097,100017,100,100009,200,100018,100,100007,100,100019,100,100004,100,100035,100,99991,100,100037,100,99978,100,100051,100,99973,200,100058,200,99964,100,100066,100,99961,200,100078,100,99960,100,100096,100,99948,100
2019-06-28 09:30:00.000000098,100018,100,100014,100,100019,100,100009,200,100035,100,100007,100,100037,100,100004,100,100051,100,99991,100,100058,200,99978,100,100066,100,99973,200,100078,100,99964,100,100096,100,99961,200,100105,100,99960,100
2019-06-28 09:30:00.000000099,100018,200,100015,100,100019,100,100014,100,100035,100,100009,200,100037,100,100007,100,100051,100,100004,100,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99964,100,100105,100,99961,200
2019-06-28 09:30:01.285445853,100017,100,100015,100,100018,200,100014,100,100019,100,100009,200,100035,100,100007,100,100037,100,100004,100,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99964,100,100105,100,99961,200
2019-06-28 09:30:10.000000000,100017,200,100015,200,100018,297,100014,197,100019,197,100009,297,100035,100,100007,100,100037,100,100004,100,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99964,100,100105,100,99961,200
2019-06-28 09:30:10.882930382,100017,200,100015,200,100018,297,100014,197,100019,197,100009,297,100035,100,100007,100,100037,100,100004,100,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99961,200,100105,100,99960,100
2019-06-28 09:30:20.000000000,100017,159,100015,159,100018,259,100014,159,100019,159,100009,259,100035,159,100007,159,100037,159,100004,159,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99961,200,100105,100,99960,100
2019-06-28 09:30:30.000000000,100017,173,100015,173,100018,273,100014,173,100019,173,100009,273,100035,173,100007,173,100037,100,100004,100,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99961,200,100105,100,99960,100
2019-06-28 09:30:40.000000000,100017,200,100015,200,100018,297,100014,197,100019,197,100009,297,100035,100,100007,100,100037,100,100004,100,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99961,200,100105,100,99960,100
2019-06-28 09:30:43.374361418,100017,200,100015,100,100018,297,100014,197,100019,197,100009,297,100035,100,100007,100,100037,100,100004,100,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99961,200,100105,100,99960,100
2019-06-28 09:30:44.053466573,100017,200,100015,100,100018,297,100014,97,100019,197,100009,297,100035,100,100007,100,100037,100,100004,100,100058,200,99991,100,100066,100,99978,100,100078,100,99973,200,100096,100,99961,200,100105,100,99960,100
2019-06-28 09:30:50.000000000,100017,200,100009,300,100018,297,100007,197,100019,197,100004,197,100035,100,99991,100,100037,100,99978,100,100058,200,99973,200,100066,100,99961,200,100078,100,99960,100,100096,100,99948,100,100105,100,99939,100
2019-06-28 09:31:00.000000000,100017,393,100009,493,100018,200,100007,100,100019,100,100004,100,100035,100,99991,100,100037,100,99978,100,100058,200,99973,200,100066,100,99961,200,100078,100,99960,100,100096,100,99948,100,100105,100,99939,100
