,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,99943,100,,,100106,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000001,99943,100,,,100106,100,,,100114,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000002,100106,100,,,100114,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,99994,100,,,100106,100,,,100114,100,,,100207,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,99994,100,99816,100,100106,100,,,100114,100,,,100207,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,99994,100,99852,100,100106,100,99816,100,100114,100,,,100207,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000008,99994,100,99852,100,100106,100,99816,100,100107,100,,,100114,100,,,100207,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,99994,100,99852,100,100027,100,99816,100,100106,100,,,100107,100,,,100114,100,,,100207,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,99994,100,99944,100,100027,100,99852,100,100106,100,99816,100,100107,100,,,100114,100,,,100164,100,,,100207,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000015,99994,100,99944,100,100027,100,99852,100,100076,100,99816,100,100106,100,,,100107,100,,,100114,100,,,100164,100,,,100207,100,,,,,,,,,,
2019-06-28 09:30:00.000000016,99994,100,99944,100,100027,100,99852,100,100076,100,99816,100,100106,100,99808,100,100107,100,,,100114,100,,,100164,100,,,100207,100,,,,,,,,,,
2019-06-28 09:30:00.000000017,99994,100,99944,100,100027,100,99898,100,100076,100,99852,100,100106,100,99816,100,100107,100,99808,100,100114,100,,,100164,100,,,100207,100,,,,,,,,,,
2019-06-28 09:30:00.000000018,99994,100,99944,100,100017,100,99898,100,100027,100,99852,100,100076,100,99816,100,100106,100,99808,100,100107,100,,,100114,100,,,100164,100,,,100207,100,,,,,,
2019-06-28 09:30:00.000000022,99994,100,99944,100,100017,100,99929,100,100027,100,99898,100,100076,100,99852,100,100106,100,99816,100,100107,100,99808,100,100114,100,,,100164,100,,,100207,100,,,,,,
2019-06-28 09:30:00.000000025,100017,100,99944,100,100027,100,99929,100,100076,100,99898,100,100106,100,99852,100,100107,100,99816,100,100114,100,99808,100,100164,100,,,100207,100,,,,,,,,,,
2019-06-28 09:30:00.000000027,100017,100,99944,100,100027,100,99929,100,100076,100,99898,100,100106,100,99860,100,100107,100,99852,100,100114,100,99816,100,100164,100,99808,100,100207,100,,,,,,,,,,
2019-06-28 09:30:00.000000034,100001,100,99953,100,100017,100,99944,100,100027,100,99929,100,100076,100,99898,100,100106,100,99860,100,100107,100,99852,100,100114,100,99816,100,100164,100,99808,100,100207,100,,,,,,
2019-06-28 09:30:00.000000037,100001,100,99953,100,100017,100,99944,100,100027,100,99929,100,100076,100,99898,100,100106,100,99860,100,100107,100,99852,100,100114,100,99816,100,100164,100,99808,100,100207,100,99759,100,,,,
2019-06-28 09:30:00.000000038,100017,100,99953,100,100027,100,99944,100,100076,100,99929,100,100106,100,99898,100,100107,100,99860,100,100114,100,99852,100,100164,100,99816,100,100207,100,99808,100,,,99759,100,,,,
2019-06-28 09:30:00.000000041,100017,100,99994,100,100027,100,99953,100,100076,100,99944,100,100106,100,99929,100,100107,100,99898,100,100114,100,99860,100,100164,100,99852,100,100207,100,99816,100,,,99808,100,,,99759,100
2019-06-28 09:30:00.000000042,99999,100,99994,200,100017,100,99953,100,100027,100,99944,100,100076,100,99929,100,100106,100,99898,100,100107,100,99879,100,100114,100,99860,100,100164,100,99852,100,100207,100,99816,100,,,99808,100
2019-06-28 09:30:00.000000048,99999,100,99994,200,100017,100,99953,100,100027,100,99944,100,100076,100,99929,100,100106,100,99905,100,100107,100,99898,100,100114,100,99879,100,100164,100,99860,100,100207,100,99852,100,,,99816,100
