,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000001,100035,100,,,100066,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000003,100035,100,,,100066,100,,,100106,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,99992,100,99805,100,100066,100,,,100106,100,,,100124,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,99992,100,99963,100,100066,100,99931,100,100106,100,99805,100,100124,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,99992,100,99963,100,100066,100,99950,100,100106,100,99931,100,100124,100,99805,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,99992,100,99963,100,100066,100,99950,100,100106,100,99931,100,100124,100,99929,100,,,99805,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,99992,100,99963,100,100042,100,99950,100,100066,100,99931,100,100106,100,99929,100,100124,100,99805,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,99992,100,99963,100,100042,100,99950,100,100066,100,99931,100,100106,100,99929,100,100124,100,99805,100,100143,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000021,99992,100,99963,100,100042,100,99950,100,100048,100,99931,100,100066,100,99929,100,100106,100,99805,100,100124,100,,,100143,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000023,99992,100,99963,100,100042,100,99950,100,100048,100,99931,100,100066,100,99929,100,100106,100,99917,100,100124,100,99805,100,100143,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000026,100042,100,99992,100,100044,100,99963,100,100048,100,99950,100,100066,100,99931,100,100106,100,99929,100,100124,100,99917,100,100143,100,99805,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000027,100042,100,99992,200,100044,100,99963,100,100048,100,99950,100,100066,100,99931,100,100106,100,99929,100,100124,100,99917,100,100143,100,99805,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000030,100042,100,99992,200,100044,100,99963,100,100048,100,99950,100,100066,100,99931,100,100106,100,99929,200,100124,100,99917,100,100143,100,99805,100,,,,,,,,,,,,
