,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000003,100158,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,99939,100,,,100158,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,99939,100,99896,100,100132,100,,,100158,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,99939,100,99896,100,100078,100,,,100132,100,,,100158,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,99939,100,99896,100,100056,100,99888,100,100078,100,,,100132,100,,,100158,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000008,99939,100,99916,100,100056,100,99896,100,100078,100,99888,100,100132,100,,,100158,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,99939,100,99916,100,100056,100,99896,100,100078,100,99888,100,100102,100,,,100132,100,,,100158,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,100056,100,99916,100,100078,100,99896,100,100102,100,99888,100,100132,100,,,100158,100,,,100178,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000013,100056,100,99916,100,100078,100,99896,100,100102,100,99888,100,100132,100,99853,100,100158,100,,,100178,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,100056,100,99919,100,100078,100,99916,100,100102,100,99896,200,100132,100,99892,100,100158,100,99888,100,100178,100,99853,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,100030,100,99919,100,100056,100,99916,100,100078,100,99896,200,100102,100,99892,100,100132,100,99888,100,100158,100,99853,100,100178,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000020,100030,100,100016,100,100056,100,99919,100,100078,100,99916,100,100102,100,99896,200,100132,100,99892,100,100158,100,99888,100,100178,100,99853,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000021,100030,100,100016,100,100056,100,100006,100,100057,100,99919,100,100078,100,99916,100,100102,100,99896,200,100132,100,99892,100,100158,100,99888,100,100178,100,99853,100,,,,,,,,
2019-06-28 09:30:00.000000024,100030,100,100016,100,100056,100,100006,100,100057,100,99919,100,100075,100,99916,100,100078,100,99896,200,100082,100,99892,100,100102,100,99888,100,100132,100,99853,100,100158,100,,,100178,100,,
2019-06-28 09:30:00.000000025,100030,100,100016,100,100056,100,100006,100,100057,100,99919,100,100075,100,99916,100,100078,100,99896,200,100082,100,99892,100,100102,100,99888,100,100108,100,99853,100,100132,100,,,100158,100,,
2019-06-28 09:30:00.000000027,100030,100,100006,100,100056,100,99939,100,100057,100,99919,100,100058,100,99916,100,100075,100,99896,200,100078,100,99892,100,100082,100,99888,100,100102,100,99853,100,100108,100,,,100132,100,,
2019-06-28 09:30:00.000000029,100030,100,100006,100,100056,100,99939,100,100057,100,99919,100,100058,100,99916,100,100075,100,99896,200,100078,100,99892,100,100082,100,99888,100,100102,100,99853,100,100108,100,,,100118,100,,
2019-06-28 09:30:00.000000031,100030,100,100006,100,100056,100,99985,100,100057,100,99939,100,100058,100,99919,100,100075,100,99916,100,100078,100,99896,200,100082,100,99892,100,100102,100,99888,100,100108,100,99853,100,100118,100,,
2019-06-28 09:30:00.000000032,100016,100,100006,100,100030,100,99985,100,100056,100,99939,100,100057,100,99919,100,100058,100,99916,100,100075,100,99896,200,100078,100,99892,100,100082,100,99888,100,100102,100,99853,100,100108,100,,
2019-06-28 09:30:00.000000033,100016,100,100006,100,100030,100,99985,100,100055,100,99939,100,100056,100,99919,100,100057,100,99916,100,100058,100,99896,200,100075,100,99892,100,100078,100,99888,100,100082,100,99853,100,100102,100,99849,100
2019-06-28 09:30:00.000000034,100016,100,100006,100,100030,100,99985,100,100055,100,99939,100,100056,100,99929,100,100057,100,99919,100,100058,100,99916,100,100075,100,99896,200,100078,100,99892,100,100082,100,99888,100,100102,100,99853,100
2019-06-28 09:30:00.000000038,100016,100,100006,100,100030,100,99985,100,100055,100,99939,100,100056,100,99932,100,100057,100,99929,100,100058,100,99919,100,100075,100,99916,100,100078,100,99896,200,100082,100,99892,100,100102,100,99888,100
2019-06-28 09:30:00.000000039,100016,100,100006,100,100030,100,99985,100,100055,100,99975,100,100056,100,99939,100,100057,100,99932,100,100058,100,99929,100,100075,100,99919,100,100078,100,99916,100,100082,100,99896,200,100102,100,99892,100
2019-06-28 09:30:00.000000046,100016,100,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,100,99932,100,100057,100,99929,100,100058,100,99919,100,100075,100,99916,100,100078,100,99896,200,100082,100,99892,100
2019-06-28 09:30:00.000000049,100016,200,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100075,100,99916,100,100078,100,99896,200,100082,100,99892,100
2019-06-28 09:30:00.000000050,100016,200,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99916,100,100075,100,99896,200,100078,100,99892,100
2019-06-28 09:30:00.000000051,100016,300,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99916,100,100075,100,99896,200,100078,100,99892,100
2019-06-28 09:30:00.000000052,100016,400,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99916,100,100075,100,99896,200,100078,100,99892,100
2019-06-28 09:30:00.000000055,100016,400,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99916,100,100075,100,99896,200,100076,100,99892,100
2019-06-28 09:30:00.000000057,100016,400,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99918,100,100075,100,99916,100,100076,100,99896,200
2019-06-28 09:30:00.000000058,100016,500,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99918,100,100075,100,99916,100,100076,100,99896,200
2019-06-28 09:30:00.000000059,100016,500,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99918,100,100075,100,99916,100,100076,100,99896,200
2019-06-28 09:30:00.000000062,100016,400,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99918,100,100075,100,99916,100,100076,100,99896,200
2019-06-28 09:30:00.000000063,100016,400,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99918,100,100075,100,99916,100,100076,100,99915,100
2019-06-28 09:30:00.000000065,100016,400,100006,100,100024,100,99985,100,100030,100,99975,100,100055,100,99939,100,100056,200,99932,100,100057,100,99929,100,100058,100,99919,100,100069,100,99918,100,100075,100,99916,100,100076,100,99915,100
2019-06-28 09:30:00.000000067,100016,400,100006,100,100024,100,99985,100,100030,100,99975,100,100034,100,99939,100,100055,100,99932,100,100056,200,99929,100,100057,100,99919,100,100058,100,99918,100,100069,100,99916,100,100075,100,99915,100
