,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,,,99738,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000002,100028,100,99967,100,,,99738,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,100020,100,99967,100,,,99904,100,,,99738,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,100020,100,99975,100,,,99967,100,,,99904,100,,,99738,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,100020,100,99975,100,100183,100,99967,100,,,99904,100,,,99738,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100020,100,99975,100,100111,100,99967,100,100183,100,99904,100,,,99738,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000013,100020,100,99975,100,100111,100,99967,100,100183,100,99940,100,,,99904,100,,,99738,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000015,100020,100,99975,100,100100,100,99967,100,100111,100,99940,100,100183,100,99904,100,,,99738,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,100020,100,99975,100,100100,100,99967,100,100111,100,99940,100,100114,100,99904,100,100183,100,99738,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,100020,100,99975,100,100030,100,99967,100,100100,100,99940,100,100111,100,99904,100,100114,100,99738,100,100183,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000018,100020,100,99975,100,100030,100,99967,100,100100,100,99940,100,100111,100,99906,100,100114,100,99904,100,100183,100,99738,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,100020,100,99975,100,100030,100,99967,100,100100,100,99940,100,100101,100,99906,100,100111,100,99904,100,100114,100,99738,100,100183,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000020,100020,100,99975,100,100030,100,99967,100,100080,100,99940,100,100100,100,99906,100,100101,100,99904,100,100110,100,99738,100,100111,100,,,100114,100,,,100183,100,,,,,,
2019-06-28 09:30:00.000000023,100020,100,99975,100,100030,100,99967,100,100080,100,99940,100,100100,100,99906,100,100101,100,99904,100,100110,100,99738,100,100111,100,,,100114,100,,,100144,100,,,100183,100,,
2019-06-28 09:30:00.000000024,100020,100,99975,100,100030,100,99967,100,100080,100,99940,100,100100,100,99936,100,100101,100,99906,100,100110,100,99904,100,100111,100,99738,100,100114,100,,,100144,100,,,100183,100,,
2019-06-28 09:30:00.000000027,100020,100,99982,100,100030,100,99975,100,100080,100,99967,100,100100,100,99940,100,100101,100,99936,100,100110,100,99906,100,100111,100,99904,100,100114,100,99738,100,100135,100,,,100144,100,,
2019-06-28 09:30:00.000000029,100020,100,99987,100,100030,100,99982,100,100080,100,99975,100,100100,100,99967,100,100101,100,99940,100,100110,100,99936,100,100111,100,99906,100,100114,100,99904,100,100135,100,99738,100,100144,100,,
2019-06-28 09:30:00.000000030,100020,100,99987,100,100030,100,99982,100,100068,100,99975,100,100080,100,99967,100,100100,100,99940,100,100101,100,99936,100,100110,100,99906,100,100111,100,99904,100,100114,100,99738,100,100135,100,,
2019-06-28 09:30:00.000000034,100020,100,99987,100,100030,100,99982,100,100068,100,99975,100,100080,100,99967,100,100100,100,99940,100,100101,100,99936,100,100110,100,99906,100,100111,100,99904,100,100114,100,99820,100,100135,100,99738,100
2019-06-28 09:30:00.000000036,100020,100,99987,100,100030,100,99982,100,100068,100,99975,100,100080,100,99967,100,100091,100,99940,100,100099,100,99936,100,100100,100,99906,100,100101,100,99904,100,100110,100,99820,100,100111,100,99738,100
2019-06-28 09:30:00.000000037,100020,100,99987,100,100030,100,99982,100,100068,100,99975,100,100080,100,99967,100,100091,100,99940,100,100099,100,99936,100,100100,100,99906,100,100101,100,99904,100,100110,100,99897,100,100111,100,99820,100
2019-06-28 09:30:00.000000038,100020,100,99987,100,100030,100,99982,100,100068,100,99975,100,100080,100,99967,100,100091,100,99940,100,100099,100,99936,100,100100,100,99906,100,100101,100,99904,100,100110,100,99897,100,100111,100,99852,100
2019-06-28 09:30:00.000000039,100020,100,99987,100,100030,100,99982,100,100068,100,99975,100,100078,100,99967,100,100080,100,99940,100,100091,100,99936,100,100099,100,99906,100,100100,100,99904,100,100101,100,99897,100,100110,100,99852,100
2019-06-28 09:30:00.000000040,100020,100,99987,100,100030,100,99982,100,100068,100,99975,100,100078,100,99967,100,100080,100,99940,100,100089,100,99936,100,100091,100,99906,100,100099,100,99904,100,100100,100,99897,100,100101,100,99852,100
