,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,99967,100,99874,100,100039,100,,,100058,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000001,100039,100,100021,100,100058,100,99989,100,,,99961,100,,,99932,100,,,99874,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000002,100039,100,100021,100,100058,100,99989,100,,,99961,100,,,99940,100,,,99932,100,,,99874,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100039,100,100021,100,100058,100,99989,100,,,99961,100,,,99940,100,,,99932,100,,,99874,100,,,99781,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000011,100039,100,99990,100,100058,100,99989,100,100095,100,99961,100,,,99940,100,,,99932,100,,,99874,100,,,99781,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,100000,100,99990,100,100039,100,99989,100,100058,100,99961,100,100095,100,99940,100,,,99932,100,,,99874,100,,,99781,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,100000,100,99990,100,100039,100,99989,100,100058,100,99961,100,100095,100,99940,100,,,99932,100,,,99875,100,,,99874,100,,,99781,100,,,,,,,,
2019-06-28 09:30:00.000000016,100000,100,99990,100,100039,100,99989,100,100058,100,99961,100,100095,100,99940,100,100186,100,99932,100,,,99875,100,,,99874,100,,,99781,100,,,,,,,,
2019-06-28 09:30:00.000000019,100000,100,99990,100,100039,100,99989,100,100058,100,99961,100,100095,100,99940,100,100186,100,99932,100,100193,100,99875,200,,,99874,100,,,99781,100,,,,,,,,
2019-06-28 09:30:00.000000025,100000,100,99990,100,100039,100,99989,100,100058,100,99985,100,100095,100,99961,100,100186,100,99940,100,100193,100,99932,100,,,99875,200,,,99874,100,,,99781,100,,,,
2019-06-28 09:30:00.000000027,100000,100,99990,200,100039,100,99989,100,100058,100,99985,100,100075,100,99961,100,100095,100,99940,100,100186,100,99932,100,100193,100,99875,200,,,99874,100,,,99781,100,,,,
